_id,policyTitle,sourceType,sourceYear,title,stockCode,stockName,parentIndustry,industry,provinces,actualControllerType,link,amountMention,natureOfCompanyInvolvement,otherComments,section,location,mentionPrevious,mention,mentionNext
"""5fab67750091c9411f2bc1b6""",国家自然科学基金,年度报告,2019,棕榈股份：2019年年度报告,002431.SZ,棕榈股份,电力、热力、燃气及水的生产和供应业,土木工程建筑业,河南省,地方政府,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002431/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,629,王海刚：男，中国国籍，1978年生，中共党员，法学学士，律师。曾任南京栖霞建设股份有限公司法务部副总经理、总经理、总裁助理，棕榈生态城镇发展股份有限公司监事会主席；现任南京栖霞建设股份有限公司副总裁、董事会秘书；南京东方房地产开发有限公司监事；南京栖霞区汇锦农村小额贷款有限公司监事会主席，棕榈生态城镇发展股份有限公司董事。,刘金全：男，中国国籍，1964年生，经济学博士，教授，博导，历任吉林大学商学院院长、数量经济研究中心副主任等职务；现任广州大学经济与统计学院教授，教育部长江学者特聘教授、国家万人计划哲学社会科学领军人才、国家百千万人才工程国家级人选、全国百篇优秀博士论文指导教师、吉林金融研究中心主任、教育部工商管理硕士教学指导委员会委员、国家社会科学基金和国家自然科学基金评审专家，棕榈生态城镇发展股份有限公司独立董事。,胡志勇：男，中国国籍，1965年生，中共党员，博士，会计学教授，博士生导师，博士后合作导师，现任广州大学经济与统计学院MPAcc中心主任。曾任广州大学财务处副处长，广州大学华软软件学院副院长，广州大学松田学院院长，广州大学智慧金财税研究所所长，广东省智慧金财税工程技术研究中心主任，粤港智慧金财税联合创新中心主任。现兼任广东省会计学会常务理事，广州市财政会计学会会长，广州市会计师公会副会长，广东省税务学会理事，广州市审计学会理事，广东省第六届学位委员会会计专业硕士教指委委员，广东省管理会计师协会高校教育委员会副主任委员，广东省正高级会计师专业技术资格评审专家，广
"""5fab67750091c9411f2bc1b6""",国家自然科学基金,年度报告,2019,棕榈股份：2019年年度报告,002431.SZ,棕榈股份,电力、热力、燃气及水的生产和供应业,土木工程建筑业,河南省,地方政府,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002431/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,631,,州市高级会计师专业技术资格评审专家，广州市国资委外部董事专家库专家，国家自然科学基金评委，广东省财政厅会计专家库专家，广东省科技厅专家库专家，曾任粤泰集团股份有限公司、南方风机股份有限公司和中山大学达安基因股份有限公司独立董事，现任威创集团股份有限公司、广州珠江实业开,
"""5fab67750091c9411f2bc1b7""",国家自然科学基金,年度报告,2019,天原集团：2019年年度报告,002386.SZ,天原集团,制造业,化学原料及化学制品制造业,四川省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002386/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,612,,人计划，四川大学化工之星科技青年人才，四川大学优秀青年基金 ；四川大学化学工程学院长助理; 化学工程与工艺专业实践训练教研室主任;成都市青年联合委员会第十三届委员;九三学社四川大学委员会二支社副主委。国家自然科学基金委专家；四川省科技厅专家；四川省消防总队专家 。    王敏志先生：38岁，法学硕士（涉外经济法方向）、经济学博士。浙江六和律师事务所公司部副主任，税务合规研究中心主任，杭州市律师协会,
"""5fab67750091c9411f2bc1b8""",国家自然科学基金,年度报告,2019,中恒电气：2019年年度报告,002364.SZ,中恒电气,制造业,电气机械及器材制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002364/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,506,,通讯事业部经理、中恒电气通讯事业部销售总监、工会主席等职务。并于2007年5月至2010年5月期间担任公司第三届监事会监事，现担任公司董事、副总经理。周庆捷先生，1964年出生，博士学位，曾承担并主持国家自然科学基金项目。曾任保定市博瑞电力自动化有限公司董事长、总经理。现担任公司董事、北京中恒博瑞数字电力科技有限公司董事长。刘洁女士，1981年出生，硕士研究生学历。曾先后就职于浙江华立科技有限公司,
"""5fab67750091c9411f2bc1b9""",国家自然科学基金,年度报告,2019,美年健康：2019年年度报告,002044.SZ,美年健康,卫生和社会工作业,卫生,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002044/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,114,在产品创新方面，2019年公司又推出“美年好医生1+X系列”产品，依据疾病诊断“金标准”，聚焦单病种，针对心脑血管、糖尿病、肿瘤高发疾病和消费者的不同健康需求，定制个性化、多样化的慢病及防癌体检套餐，让消费者体验适合个体情况的健康体检、全流程的健康管理及无后顾之忧的健康保障。,（七）参与国家自然科学基金重大项目，助力科研新发现,2019年，美年健康联合新华社中国经济信息社发布了“健康中国·体检大数据糖尿病地图”，以体检指标数据为抓手，通过大数据分析，用地图方式呈现各地区成人糖尿病患病情况。美年研究院在世界糖尿病大会上，报告并展示了多项研究成果，实现科技成果向健康领域转化，为客户的健康管理体验带来更多可能。
"""5fab67750091c9411f2bc1bd""",国家自然科学基金,年度报告,2019,顺利办：2019年年度报告,000606.SZ,顺利办,信息传输、软件和信息技术服务业,互联网和相关服务,青海省,无实际控制人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000606/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,542,连杰先生，汉族，本科、长江商学院FMBA（在职金融工商管理硕士）在读。曾任平安银行天津分行市场九部对公客户经理。现任顺利办信息服务股份有限公司董事，天津滨海浙商投资集团有限公司副总经理，天津昊娱文化传媒有限公司执行董事，霍尔果斯昊娱文化传媒有限公司执行董事兼总经理，洪晟观通（天津）企业管理咨询有限公司监事。,王爱俭女士，汉族，金融学教授、博士生导师，民建会员。曾任天津财经大学副校长。现任天津财经大学教授博导，中国滨海金融协同创新中心主任，民建中央财政金融委员会副主任，顺利办信息服务股份有限公司独立董事，天津市医药集团有限公司董事。国家社科、国家自然科学基金同行评议专家，天津市劳动模范，天津市五一劳动奖章获得者，享受国务院特殊津贴。,张萱女士，汉族，本科、长江商学院EMBA、清华五道口金融学院EMBA，中国注册会计师、高级会计师。曾任五洲会计师事务所副主任会计师，五联方圆会计师事务所副主任会计师。现任信永中和会计师事务所合伙人，顺利办信息服务股份有限公司、天津劝业场(集团)股份有限公司、苏州兴业材料科技股份有限公司、湖北仰帆控股股份有限公司、福建三钢闽光股份有限公司独立董事。
"""5fab67750091c9411f2bc1be""",国家自然科学基金,年度报告,2019,柳工：2019年年度报告,000528.SZ,柳工,制造业,专用设备制造业,广西壮族自治区,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000528/page_type/ndbg.phtml,,,,第二节  公司简介和主要财务指标,629,,国务院颁发的政府特殊津贴，1997年入围北京跨世纪人才工程，2012年荣获北京市教学名师。先后获得5项部级科研成果奖。主持完成10多项国家和部级科学基金项目及20多项企业咨询项目，其中国家自然科学基金重点项目“国家外汇储备的多元化和国际资产配臵模型”2013年以优秀验收。曾出席两次中国科协组织的“青年科学家论坛”。在《经济研究》、《管理世界》、《经济学季刊》、《金融研究》、《世界经,
"""5fab67750091c9411f2bc1bf""",国家自然科学基金,年度报告,2019,渤海租赁：2019年年度报告,000415.SZ,渤海租赁,租赁和商务服务业,租赁业,新疆维吾尔自治区,其他,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/000415/page_type/ndbg.phtml,,,,第二节公司简介和主要财务指标,696,9.独立董事赵慧军女士,女，1964年生，黑龙江省齐齐哈尔人，博士，教授，博士生导师。先后就读于东北师范大学（学士）、北京师范大学（硕士）、俄罗斯国立莫斯科大学（博士）。曾作为访问学者到香港科技大学商学院、俄罗斯圣彼得堡大学管理学院研修组织与人力资源管理。现任首都经济贸易大学工商管理学院教授，兼国家自然科学基金委管理学科研究项目、教育部人文社会科学研究项目通讯评审专家，北京行为科学学会副会长，渤海租赁股份有限公司独立董事。,㈡监事
"""5fab67750091c9411f2bc1c0""",国家自然科学基金,年度报告,2019,星光农机：2019年年度报告,603789.SH,星光农机,制造业,专用设备制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/603789/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,622,,蒋建东男，1974年11月出生，中国国籍，汉族，中共党员，博士研究生学历，教授，博士生导师。荷兰wageningen 大学访问学者。中国农业机械学会高级会员，浙江省装备制造业智能农机产业技术联盟理事，国家自然科学基金通讯评审专家，浙江省科技计划评审专家、金华市“双龙计划”等项目评审专家。2007年入选浙江省新世纪“151”人才工程第三层次，2013年入选浙江省高等学校中青年学科带头人，2013年入,
"""5fab67750091c9411f2bc1c1""",国家自然科学基金,年度报告,2019,海鸥股份：2019年年度报告,603269.SH,海鸥股份,制造业,通用设备制造业,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/603269/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,655,,、城市轨道交通学院副院长，2020年4月起任常州大学高层次人才办公室副主任兼人事处副处长、常州大学党委教师工作部副部长，2017年1月至今任海鸥股份独立董事。现兼任江苏省机械工程学会摩擦学委员会委员、国家自然科学基金委员会机械工程学科同行评议专家。许智钧1990年至1996年任台湾安德生股份有限公司业务经理，1996年至2011年任馥盛国际贸易有限公司总经理，2007年5月至2014年11月任亚洲,
"""5fab67750091c9411f2bc1c1""",国家自然科学基金,年度报告,2019,海鸥股份：2019年年度报告,603269.SH,海鸥股份,制造业,通用设备制造业,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/603269/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,670,,纪微电子股份有限公司独立董事2016年12月刘永宝恐龙园文化旅游集团股份有限公司独立董事2017 年9月9日刘麟常州大学副教授2011年1月刘麟江苏省机械工程学会摩擦学委员会委员2017年1月1日刘麟国家自然科学基金委员会机械工程学科同行评议专家2012年3月1日刘志正常州市金坛金鸥水处理有限公司水处理部经理2003年5月16日吴晓鸣常州南部投资有限公司财务经理2009年8月吴晓鸣常州市华诚常半微,
"""5fab67750091c9411f2bc1c2""",国家自然科学基金,年度报告,2019,格力地产：2019年年度报告,600185.SH,格力地产,房地产业,房地产业,广东省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600185/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,542,,国庆历任中国人民大学贸易经济系副主任、中国人民大学工商管理学院副院长。现任中国人民大学商学院教授、博士生导师，中国人民大学中国市场营销研究中心主任；兼任中国高校市场学研究会顾问，中国商业史学会副会长，国家自然科学基金委员会管理科学部评审组专家，英国牛津大学国际研究员，泰国正大管理学院兼职教授、博士生导师。2017年12月起任丰润生物科技股份有限公司独立董事，2019年1月起任华致酒行连锁管理股份有,
"""5fab67750091c9411f2bc1c3""",国家自然科学基金,年度报告,2019,宝钢股份：2019年年度报告,600019.SH,宝钢股份,制造业,黑色金属冶炼及压延加工业,上海市,国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600019/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,700,,大学管理学院院长、教授、博士生导师，宝山钢铁股份有限公司独立董事。 陆先生主要从事中国不成熟市场营销、因特网经济、区域经济和企业组织变革等方面的研究。在国内外权威刊物和会议上发表五十余篇论文；主持完成国家自然科学基金重点课题、上海市人民政府重大决策咨询、教育部优秀青年教师资助计划、复旦大学重点社科项目等研究项目；出版有《民主管理》、《重返经济舞台中心---长三角区域经济的融合转型》（合著）、《出奇,
"""5fab67750091c9411f2bc1c4""",国家自然科学基金,年度报告,2019,光韵达：2019年年度报告（更新后）,300227.SZ,光韵达,制造业,计算机、通信和其他电子设备制造业,广东省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300227/page_type/ndbg.phtml,,,,第二节公司简介和主要财务指标,602,,所长，文澜特聘教授，中南财经政法大学财务部部长，财政部全国会计领军人才，湖北省新世纪高层次人才工程人选（第二层次），中国注册会计师（非执业会员），国家自然科学基金通讯评议专家，《经济研究》等国内外权威期刊匿名审稿专家，国际公共部门会计理事会（IPSASB）咨询顾问委员会（CAG）委员、联合国教科文组织中国特聘财务专家、中国会计学会政府与非营利组,
"""5fab67750091c9411f2bc1c5""",国家自然科学基金,年度报告,2019,力源信息：2019年年度报告,300184.SZ,力源信息,电力、热力、燃气及水的生产和供应业,批发业,湖北省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300184/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,647,11、刘林青先生,出生于1974年，中国国籍，无境外居留权，博士研究生学历，注册会计师，中共党员。现为武汉大学经济与管理学院教授，企业管理和产业经济学博士生导师，企业战略管理研究所所长，主持国家社科基金重大项目、国家自然科学基金面上项目等多项国家级纵向课题，获得商务部商务发展优秀成果奖一等奖、二等奖等多项省部级奖励，曾任奥特佳、人福医药独立董事、2017年5月起担任本公司独立董事。现任本公司独立董事，武汉大学经济与管理学院教授，湖北三丰智能输送装备股份有限公司独立董事（300276），香港迈博药业有限公司独立董事（02181）。,公司监事简历：
"""5fab67750091c9411f2bc1c7""",国家自然科学基金,年度报告,2019,万里扬：2019年年度报告,002434.SZ,万里扬,制造业,汽车制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002434/page_type/ndbg.phtml,,,,,2391,卢颐丰：男，1969年生，汉族，中共党员，法学硕士。历任金华市婺城区人民法院法官；金华市婺城区政法委副书记；金华市婺城区城北街道党工委书记；金华市婺城区财政局局长；金华市婺城区人民政府副区长；金华市城乡发展有限公司董事长兼总经理；世纪龙腾控股集团有限公司副总裁。现任浙江丰畅律师事务所律师。卢颐丰先生在法律事务方面拥有丰富的工作经验。卢颐丰先生已取得深圳证券交易所颁发的独立董事资格证书。现为公司独立董事。,程光明：男，1957年生，汉族，中共党员，博士，教授、博导。历任唐山工程技术学院教师；吉林工业大学机械学院教授；浙江师范大学工学院教授；机械工程学科带头人；浙江师范大学精密机械与智能结构科研团队负责人；浙江师范大学省机械电子工程重点学科负责人等。主要研究方向：机械电子工程，机电液系统设备研究，汽车摩擦材料测试方法与测试设备研制等。承担国家863计划项目、国家自然科学基金项目、教育部重大项目培育资金项目、其他部省级项目20多项。发表学术论文200多篇（其中SCI、EI收录90多篇），获得国家授权专利20多项。程光明先生已取得深圳证券交易所颁发的独立董事资格证书。现为公司独立董事。,刘伟：男，1970年生，汉族，中共党员，本科学历，注册会计师。历任金华市联运
"""5fab67750091c9411f2bc1c8""",国家自然科学基金,年度报告,2019,天邦股份：2019年年度报告,002124.SZ,天邦股份,制造业,农副食品加工业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002124/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,683,,级访问学者。管理科学研究专家。2000年起享受国务院特殊津贴，出版个人专著12部，主编著作和教材31余部，发表文章130余篇，获得省部级以上科研奖10余项，主持了多项国家及省部级以上重大研究项目，包括国家自然科学基金项目、国家发改委科技项目、国家教委社科项目、省政府“十五”、“九五”项目等。兼任天邦股权投资管理有限公司董事、江苏康缘集团有限责任公司董事、江苏三六五网络股份有限公司董事及独立董事、江,
"""5fab67750091c9411f2bc1cb""",国家自然科学基金,年度报告,2019,科沃斯：2019年年度报告,603486.SH,科沃斯,制造业,电气机械及器材制造业,江苏省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/603486/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,572,,奖1项；作为课题负责人承接军口863项目3项、军口973项目1项；作为课题负责人和主要研究人员承接陆军装备部无人驾驶汽车领域的“八五”、“九五”、“十五”和“十一五”的科研项目多项；作为课题负责人承接国家自然科学基金1项，参与多项。在“十三五”期间，担任陆军装备部某无人车项目负责人。现任本公司独立董事。高倩女，1981年7月出生，工商管理硕士学位，中国国籍，无境外永久居留权。2011年毕业于南京大,
"""5fab67750091c9411f2bc1cc""",国家自然科学基金,年度报告,2019,美康生物：2019年年度报告,300439.SZ,美康生物,制造业,医药制造业,浙江省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/300439/page_type/ndbg.phtml,,,,第二节公司简介和主要财务指标,777,,。2007年6月毕业于山西农业大学生物工程专业，2009年6月获得江南大学食品科学专业硕士学位。2009年5月至今就职于本公司，现担任本公司监事、试剂研发副总监。贾江花女士于2007年至2009年参与国家自然科学基金（20436020）生物防腐剂苯乳酸课题中产苯乳酸酶-重组乳酸脱氢酶的研究；2009年至今，主持了K、Na、G6PD、NEFA、P-AMY等多项临床诊断试剂盒的研发以及NEFA试剂盒中,
"""5fab67750091c9411f2bc1ce""",国家自然科学基金,年度报告,2019,张家港行：2019年年度报告,002839.SZ,张家港行,金融业,货币金融服务,江苏省,无实际控制人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002839/page_type/ndbg.phtml,,,,,398,,院管理科学与工程系副主任、商学院金融与保险学系主任，荣获教育部新世纪优秀人才、南京大学中青年学术带头人称号、江苏省哲学社会科学奖等。在《经济研究》、《管理世界》、《金融研究》等期刊发表文章近百篇，主持国家自然科学基金和社会科学基金项目多项。现任本行独立董事及南京大学工程管理学院和商学院教授、博士生导师。杨钧辉先生1972年4月出生，博士学历，江苏省律师协会理事、苏州市律师协会副会长、苏州市新区社会,
"""5fab67750091c9411f2bc1cf""",国家自然科学基金,年度报告,2019,富煌钢构：2019年年度报告,002743.SZ,富煌钢构,制造业,金属制品业,安徽省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002743/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,584,,吊车梁疲劳有限元分析及应用》和《CFRP加固H型钢梁数值模拟分析》；参与了省自然科学基金半刚性连接钢框架节点体系的理论分析与实验研究、省自然科学基金钢框架半刚性连接整体性能的拟动力实验研究与理论分析、国家自然科学基金等多项科研项目；同时主持了二十余项安徽省重大工程结构设计和大型工程检测抗震加固项目。目前兼任安徽建筑大学硕导，中建金协钢结构桥梁分会副会长，合肥市装配式建筑专家，巢湖市青年商会会长，2,
"""5fab67750091c9411f2bc1d0""",国家自然科学基金,年度报告,2019,奥佳华：2019年年度报告,002614.SZ,奥佳华,制造业,电气机械及器材制造业,福建省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002614/page_type/ndbg.phtml,,,,第二节公司简介和主要财务指标,492,9、常小荣：中国国籍，无境外居留权，女，1956 年出生，湖南中医药大学教授、博士生导师。现任公司独立董事。目前还兼任国家中医药管理局经穴-脏腑相关重点研究室主任，湖南省针灸学会会长，中国,针灸学会循证医学专业委员会副主任委员，中国针灸学会灸法专业委员会副主任委员，国家自然科学基金委员会国家自然科学基金课题函审专家。10、杨艳：中国国籍，无境外居留权，女，1976年出生，本科学历。1999年2月加入本公司，现任公司监事会主席、海外市场部业务经理。,11、王宏伟：中国国籍，无境外居留权，男，1976年出生，研究生学历。曾任厦工机械股份有限公司法务主管、万利达集团法务经理。现任公司监事、公司法务部副经理。
"""5fab67750091c9411f2bc1d0""",国家自然科学基金,年度报告,2019,奥佳华：2019年年度报告,002614.SZ,奥佳华,制造业,电气机械及器材制造业,福建省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002614/page_type/ndbg.phtml,,,,第二节公司简介和主要财务指标,503,,室主任2005年10月15日至今否湖南省针灸学会会长2017年10月20日至今否中国针灸学会循证医学专业委员会副主任委员2009年11月03日至今否灸法专业委员会副主任委员2017年11月12日至今否国家自然科学基金委员会国家自然科学基金课题函审专家2009年12月05日至今否在其他单位任职情况的说明无,
"""5fab67750091c9411f2bc1d1""",国家自然科学基金,年度报告,2019,以岭药业：2019年年度报告,002603.SZ,以岭药业,制造业,医药制造业,河北省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002603/page_type/ndbg.phtml,,,,第二节公司简介和主要财务指标,105,2、公司所处的行业地位,公司为国家创新型企业，先后承担和完成了两项“973”计划、“863”计划、国家自然科学基金、国家“十五”攻关、“十一五”支撑、“十二五”重大新药创制等三十余项国家、省部级科研项目，荣获六项国家重大科技成果大奖，何梁何利奖及一批省部级奖励，取得国内外发明专利四百余项。,从行业排名情况看，在中国医药工业百强评选中，公司名列“2018年度中国中药工企业TOP100排行榜”第11位。在2019（第36届）全国医药工作信息中心年会上发布的“2018年度中国医药工业百强榜”排名第67位。
"""5fab67750091c9411f2bc1d1""",国家自然科学基金,年度报告,2019,以岭药业：2019年年度报告,002603.SZ,以岭药业,制造业,医药制造业,河北省,个人,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002603/page_type/ndbg.phtml,,,,,1730,,"治疗糖尿病视网膜病变的开发研究项目30,000.129,999.9620,000.16与资产相关国家科技重大专项“重大新药创制”项目50,000.00411,160.00461,160.00与收益相关国家自然科学基金81773990课题50,000.0050,000.00与收益相关半夏泻心汤经典名方研发关键技术研究2,487,400.002,487,400.00与收益相关心钠肽介导M2巨噬细胞分型",
"""5fab67750091c9411f2bc1d3""",国家自然科学基金,年度报告,2019,浙江交科：2019年年度报告,002061.SZ,浙江交科,电力、热力、燃气及水的生产和供应业,土木工程建筑业,浙江省,地方国资委,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/002061/page_type/ndbg.phtml,,,,,642,,浙江大学）固定研究人员，浙江省科技厅有机硅科技创新团队核心成员，兼任浙江省粘接技术协会理事长，中国化工学会精细化工专业委员会常务委员，《精细化工》、《粘接》等多家国内外重要学术期刊编委或论文评审人员，国家自然科学基金项目通讯评审专家，科技部中小企业创新基金评审专家，浙江省科技厅氟硅新材料技术创新综合试点专家指导组成员，现任公司独立董事。饶金土：男，1965年3月出生，中国国籍，无境外永久居留权，本,
"""5fab67750091c9411f2bc1d4""",国家自然科学基金,年度报告,2019,祥龙电业：2019年年度报告,600769.SH,祥龙电业,电力、热力、燃气及水的生产和供应业,土木工程建筑业,湖北省,地方政府,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/600769/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,535,,徐贤浩历任华中科技大学管理学院生产运作与物流管理系副主任，北京国家自然科学基金委员会管理科学部流动项目主任。现任华中科技大学教授，华中科技大学现代物流与服务科学研究所所长，华中科技大学管理学院生产运作与物流管理系书记，武汉祥龙电业股份有限公司独立董事。廖联凯历任,
"""5fab67750091c9411f2bc1d7""",国家自然科学基金,年度报告,2019,兴业证券：2019年年度报告,601377.SH,兴业证券,金融业,资本市场服务,福建省,地方政府,http://vip.stock.finance.sina.com.cn/corp/go.php/vCB_Bulletin/stockid/601377/page_type/ndbg.phtml,,,,第二节 公司简介和主要财务指标,857,,，兼任中国会计学会副会长、财政部中国会计标准战略委员会委员等。吴世农博士研究生，教授。曾任厦门大学“中国-加拿大MBA教育中心”主任、工商管理学院院长、管理学院常务副院长和院长、研究生院院长、副校长；国家自然科学基金委员会委员、国务院学位委员会学科评议组成员兼召集人、教育部科学技术委员会管理学部的学部委员、全国MBA教育指导委员会副主任委员（1994-2013年）、第一至第五届中国大学生“挑战杯”,
