_id,name,stockCode,__v,age,createdAt,degree,description,gender,group,is13NPCMember,isCCPMember,lastUpdated,salary,stockAmount,stockName,title,updatedAt,subSentence,tinySentence,department,departmentStart,departmentEnd,position,positionStart,positionEnd,distance,org,orgType,orgStart,orgEnd
5f656e74ade9005a1ec9e259,郎葆瑃,000028,0,56,2020-09-19T02:35:32.636Z,本科,"郎葆瑃:男,1964年出生,大学本科。2007年9月至2008年3月任国药控股有限公司办公室副主任;2008年3月至2009年12月任上海创辉投资有限公司总经理;2010年1月至2010年5月任上海市北高新(集团)有限公司研究室主任;2010年6月至2011年9月任国药控股股份有限公司总裁办公室副主任;2011年10月至2015年12月任国药控股股份有限公司战略规划部部长;2016年1月至2017年6月任国药控股国大药房有限公司党委书记;2016年3月至2018年2月任国药集团一致药业股份有限公司党委副书记、纪委书记;2018年3月起任国药集团一致药业股份有限公司党委副书记、纪委书记、工会主席;2018年3月至2018年8月兼任国药集团一致药业股份有限公司职工监事。",男,manager,,1,2018-08-24T00:00:00.000Z,1625000,0,国药一致,总法律顾问,2021-01-21T01:03:20.130Z,2016年3月至2018年2月任国药集团一致药业股份有限公司党委副书记、纪委书记,2016年3月至2018年2月任国药集团一致药业股份有限公司党委副书记,党委,30,32,书记,33,35,1,国药集团一致药业股份有限公司,company,11,25
5f656e74ade9005a1ec9e259,郎葆瑃,000028,0,56,2020-09-19T02:35:32.636Z,本科,"郎葆瑃:男,1964年出生,大学本科。2007年9月至2008年3月任国药控股有限公司办公室副主任;2008年3月至2009年12月任上海创辉投资有限公司总经理;2010年1月至2010年5月任上海市北高新(集团)有限公司研究室主任;2010年6月至2011年9月任国药控股股份有限公司总裁办公室副主任;2011年10月至2015年12月任国药控股股份有限公司战略规划部部长;2016年1月至2017年6月任国药控股国大药房有限公司党委书记;2016年3月至2018年2月任国药集团一致药业股份有限公司党委副书记、纪委书记;2018年3月起任国药集团一致药业股份有限公司党委副书记、纪委书记、工会主席;2018年3月至2018年8月兼任国药集团一致药业股份有限公司职工监事。",男,manager,,1,2018-08-24T00:00:00.000Z,1625000,0,国药一致,总法律顾问,2021-01-21T01:03:20.130Z,2018年3月起任国药集团一致药业股份有限公司党委副书记、纪委书记、工会主席,2018年3月起任国药集团一致药业股份有限公司党委副书记,党委,23,25,书记,26,28,1,国药集团一致药业股份有限公司,company,6.5,20.5
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员,1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员,党办,31,33,员,34,35,1,深圳市振业(集团)股份有限公司,company,11,25
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记,1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记,团委,33,35,书记,36,38,1,深圳市振业(集团)股份有限公司,company,12,26
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任,2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任,党委,31,33,主任,35,37,2,深圳市振业(集团)股份有限公司,company,11,25
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任,2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任,党群工作部,32,37,主任,37,39,0,深圳市振业(集团)股份有限公司党群工作部,company,11.5,30.5
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,2008年1月至今任深圳市振业(集团)股份有限公司团委书记,2008年1月至今任深圳市振业(集团)股份有限公司团委书记,团委,25,27,书记,27,29,0,深圳市振业(集团)股份有限公司,company,7.5,21.5
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,2009年12月至今任深圳市振业(集团)股份有限公司纪委委员,2009年12月至今任深圳市振业(集团)股份有限公司纪委委员,纪委,26,28,委员,28,30,0,深圳市振业(集团)股份有限公司,company,8,22
5f656e0dade9005a1ec9cacc,谢向荣,000006,0,46,2020-09-19T02:33:49.657Z,本科,"谢向荣:男,1974年4月出生,南开大学企业管理专业本科毕业,学士,经济师。1996年7月至1998年8月任深圳市振业股份有限公司办公室职员,总经理秘书,团总支书记;1998年8月至2001年1月任深圳市振业(集团)股份有限公司党办职员;1999年11月至2004年10月任深圳市振业(集团)股份有限公司团委副书记;2001年1月至2003年9月任深圳市振业(集团)股份有限公司党委办副主任;2003年9月至2004年10月任深圳市振业(集团)股份有限公司人事部副经理;2004年10月至2007年5月任贵州振业董酒股份有限公司董事、党委副书记、纪委书记、副总经理;2007年6月至2013年12月任深圳市振业(集团)股份有限公司党群工作部主任;2008年1月至2014年7月任深圳市振业(集团)股份有限公司机关工会主席;2008年1月至今任深圳市振业(集团)股份有限公司团委书记;2009年12月至今任深圳市振业(集团)股份有限公司纪委委员;2013年1月至今任深圳市振业(集团)股份有限公司职工监事;2013年12月至今任深圳市振业(集团)股份有限公司人力资源部总经理;2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记。",男,supervisoryCommittee,,1,2017-03-17T00:00:00.000Z,981100,0,深振业Ａ,职工监事,2021-01-21T01:03:20.990Z,2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记,2016年7月至今任深圳市振业(集团)股份有限公司机关党支部书记,党支部,27,30,书记,30,32,0,深圳市振业(集团)股份有限公司,company,7.5,21.5
5f656e28ade9005a1ec9d169,刘声向,000011,0,49,2020-09-19T02:34:16.802Z,硕士,"刘声向先生,1971年8月出生,*,教授级高级工程师,全国一级注册建造师,大学本科学历,工程硕士,高级管理人员工商管理硕士。1994年6月加入深圳市天健(集团)股份有限公司,历任深圳市市政工程总公司副总经理、总经理、党总支书记、天健(集团)公司副总经理。2013年6月加入深圳市路桥建设集团有限公司,任执行董事、党委书记、总经理。2017年8月起任深圳市物业发展(集团)股份有限公司党委书记。刘声向先生曾荣获2001年深圳市优秀共产*称号、2013年第十一届中国土木工程詹天佑奖、2015年深圳市五一劳动奖章。现任深圳市第六次党代会党代表。",男,board,,1,2018-06-16T00:00:00.000Z,1133000,0,深物业A,"董事长,董事",2020-12-21T04:12:03.201Z,2017年8月起任深圳市物业发展(集团)股份有限公司党委书记,2017年8月起任深圳市物业发展(集团)股份有限公司党委书记,党委,26,28,书记,28,30,0,深圳市物业发展(集团)股份有限公司,company,6.5,22.5
5f656e6eade9005a1ec9e07a,龙庆祥,000027,0,59,2020-09-19T02:35:26.212Z,硕士,"龙庆祥,男,1961年出生,硕士研究生,高级政工师、高级企业文化师。曾任深圳市投资管理公司副主任科员、主任科员,深圳市国有资产管理办公室主任科员,深圳市国资办秘书处助理调研员、副处长、处长,深圳市国资委监督稽查处处长,深圳市长城地产集团党委副书记、纪委书记、董事,深圳市长城投资控股股份有限公司党委副书记、纪委书记、董事,深圳能源集团股份有限公司第六届监事会主席。现任深圳市能源集团有限公司监事会主席,深圳能源集团股份有限公司第七届监事会主席。",男,supervisoryCommittee,,1,2011-12-02T00:00:00.000Z,500000,0,深圳能源,监事会主席,2021-01-21T01:03:21.338Z,深圳市长城地产集团党委副书记、纪委书记、董事,深圳市长城地产集团党委副书记,党委,9,11,书记,12,14,1,深圳市长城地产集团,company,0,9
5f656e6eade9005a1ec9e07a,龙庆祥,000027,0,59,2020-09-19T02:35:26.212Z,硕士,"龙庆祥,男,1961年出生,硕士研究生,高级政工师、高级企业文化师。曾任深圳市投资管理公司副主任科员、主任科员,深圳市国有资产管理办公室主任科员,深圳市国资办秘书处助理调研员、副处长、处长,深圳市国资委监督稽查处处长,深圳市长城地产集团党委副书记、纪委书记、董事,深圳市长城投资控股股份有限公司党委副书记、纪委书记、董事,深圳能源集团股份有限公司第六届监事会主席。现任深圳市能源集团有限公司监事会主席,深圳能源集团股份有限公司第七届监事会主席。",男,supervisoryCommittee,,1,2011-12-02T00:00:00.000Z,500000,0,深圳能源,监事会主席,2021-01-21T01:03:21.338Z,深圳市长城投资控股股份有限公司党委副书记、纪委书记、董事,深圳市长城投资控股股份有限公司党委副书记,党委,15,17,书记,18,20,1,深圳市长城投资控股股份有限公司,company,0,15
5f656e7fade9005a1ec9e50b,周政,000031,0,57,2020-09-19T02:35:43.695Z,硕士,周政，1963年出生，毕业于北京航空航天大学，航空宇航制造工程专业，工学硕士学位。2012年10月任中粮集团副总裁，2013年12月任中粮集团党组成员。,男,board,,1,2020-05-23T00:00:00.000Z,0,0,大悦城,"董事长,董事",2021-01-21T01:03:21.417Z,2013年12月任中粮集团党组成员,2013年12月任中粮集团党组成员,党组,13,15,成员,15,17,0,中粮集团,company,6,10
5f656e2dade9005a1ec9d2ff,张金顺,000012,0,55,2020-09-19T02:34:21.112Z,博士,"张金顺:男,55岁,博士研究生。历任平安银行总行党委委员、副行长,平安信托有限责任公司董事长、党委书记,长安国际信托股份有限公司总经理;现任深圳市宝能投资集团有限公司副董事长,钜盛华股份有限公司总裁兼CEO,前海人寿保险股份有限公司董事长,中国南玻集团股份有限公司董事。",男,board,,1,2020-05-22T00:00:00.000Z,0,0,南  玻Ａ,董事,2021-01-21T01:03:21.743Z,历任平安银行总行党委委员、副行长,历任平安银行总行党委委员,党委,8,10,委员,10,12,0,平安银行,financial,2,6
5f656e30ade9005a1ec9d46b,陈瑜,000014,0,48,2020-09-19T02:34:24.034Z,中专,"陈瑜,女,1972年7月出生,*,中专学历,经济师。1991年7月-1997年6月,在湖北省黄石市电缆集团有限公司任总工程师办公室统计员、团委副书记(主持工作);1997年7月-2006年4月,在深圳市沙河工贸发展公司任办公室副主任;2006年5月-2012年3月在深圳市沙河实业(集团)有限公司历任团委副书记、书记、女工主任;2012年4月至今在沙河实业股份有限公司历任人力资源部(党群办公室)副经理、女工委主任、党群办(监察室)主任、公司纪委委员。现任沙河实业股份有限公司党群办主任、职工监事。",女,supervisoryCommittee,,1,2020-04-22T00:00:00.000Z,454400,0,沙河股份,职工监事,2020-12-21T04:12:09.998Z,2006年5月-2012年3月在深圳市沙河实业(集团)有限公司历任团委副书记、书记、女工主任,2006年5月-2012年3月在深圳市沙河实业(集团)有限公司历任团委副书记,团委,33,35,书记,36,38,1,深圳市沙河实业(集团)有限公司,company,10.5,24.5
5f656e30ade9005a1ec9d46b,陈瑜,000014,0,48,2020-09-19T02:34:24.034Z,中专,"陈瑜,女,1972年7月出生,*,中专学历,经济师。1991年7月-1997年6月,在湖北省黄石市电缆集团有限公司任总工程师办公室统计员、团委副书记(主持工作);1997年7月-2006年4月,在深圳市沙河工贸发展公司任办公室副主任;2006年5月-2012年3月在深圳市沙河实业(集团)有限公司历任团委副书记、书记、女工主任;2012年4月至今在沙河实业股份有限公司历任人力资源部(党群办公室)副经理、女工委主任、党群办(监察室)主任、公司纪委委员。现任沙河实业股份有限公司党群办主任、职工监事。",女,supervisoryCommittee,,1,2020-04-22T00:00:00.000Z,454400,0,沙河股份,职工监事,2020-12-21T04:12:09.998Z,2012年4月至今在沙河实业股份有限公司历任人力资源部(党群办公室)副经理、女工委主任、党群办(监察室)主任、公司纪委委员,2012年4月至今在沙河实业股份有限公司历任人力资源部(党群办公室)副经理,党群,28,30,经理,35,37,5,沙河实业股份有限公司,company,7.5,17.5
5f656e30ade9005a1ec9d46b,陈瑜,000014,0,48,2020-09-19T02:34:24.034Z,中专,"陈瑜,女,1972年7月出生,*,中专学历,经济师。1991年7月-1997年6月,在湖北省黄石市电缆集团有限公司任总工程师办公室统计员、团委副书记(主持工作);1997年7月-2006年4月,在深圳市沙河工贸发展公司任办公室副主任;2006年5月-2012年3月在深圳市沙河实业(集团)有限公司历任团委副书记、书记、女工主任;2012年4月至今在沙河实业股份有限公司历任人力资源部(党群办公室)副经理、女工委主任、党群办(监察室)主任、公司纪委委员。现任沙河实业股份有限公司党群办主任、职工监事。",女,supervisoryCommittee,,1,2020-04-22T00:00:00.000Z,454400,0,沙河股份,职工监事,2020-12-21T04:12:09.998Z,现任沙河实业股份有限公司党群办主任、职工监事,现任沙河实业股份有限公司党群办主任,党群,12,14,主任,15,17,1,沙河实业股份有限公司,company,2,12
5f656e3fade9005a1ec9d667,王友来,000016,0,59,2020-09-19T02:34:39.571Z,博士,"王友来,男,汉族,1961年出生,博士研究生学历,工程师。历任康佳集团品质部业务经理,康佳集团助理总经理、副总经理、副总裁,华侨城集团公司行政管理部副总监、总监等职务。现任华侨城集团有限公司总部机关联合党委书记,深圳市光明集团有限公司董事,华侨城(海南)集团有限公司董事,康佳集团监事。",男,supervisoryCommittee,,1,2018-12-05T00:00:00.000Z,0,0,深康佳Ａ,监事会主席,2021-01-21T01:03:21.822Z,现任华侨城集团有限公司总部机关联合党委书记,现任华侨城集团有限公司总部机关联合党委书记,党委,17,19,书记,19,21,0,华侨城集团有限公司,company,2,11
5f656e77ade9005a1ec9e345,何祚文,000029,0,58,2020-09-19T02:35:35.650Z,硕士,"何祚文先生,中国国籍,1962年10月出生,无境外永久居留权,工商管理硕士,会计学副教授,证券从业资格注册会计师,注册税务师。曾任长沙理工大学(原长沙电力学院)会计学副教授、教研室主任,深圳华鹏会计师事务所合伙人、副所长,立信会计师事务所合伙人;现任大华会计师事务所(特殊普通合伙)合伙人、深圳分所党总支书记,深圳市天业税务师事务所有限公司董事长;同时担任深圳市杰普特光电股份有限公司、深圳市纺织(集团)股份有限公司、深圳市易瑞生物股份有限公司和深圳市同益实业股份有限公司独立董事。主要社会职务有:广东省高级会计师评审委员会评委,中共深圳市社会组织纪律检查委员会委员,中共深圳市注册会计师行业委员会副书记兼纪委书记,深圳市注册税务师协会理事等。",男,board,,1,2020-07-01T00:00:00.000Z,0,0,深深房Ａ,独立董事,2021-01-21T01:03:22.083Z,中共深圳市注册会计师行业委员会副书记兼纪委书记,中共深圳市注册会计师行业委员会副书记兼纪委书记,纪委,19,21,书记,21,23,0,中共深圳市注册会计师行业委员会,other,0,15
5f656e84ade9005a1ec9e6bf,姚远,000032,0,39,2020-09-19T02:35:48.272Z,硕士,"姚远,男,1981年4月出生,硕士学位,高级工程师。历任珠海南方软件园发展有限公司网络管理专员,中国电子信息产业集团有限公司办公厅总经理办公室业务助理、业务主办,规划计划部安全生产处工程师、专项副经理,规划科技部科技处专项副经理。现任深圳市桑达实业股份有限公司纪委书记。",男,supervisoryCommittee,,1,2017-12-02T00:00:00.000Z,633800,0,深桑达Ａ,职工监事,2021-01-21T01:03:22.165Z,现任深圳市桑达实业股份有限公司纪委书记,现任深圳市桑达实业股份有限公司纪委书记,纪委,15,17,书记,17,19,0,深圳市桑达实业股份有限公司,company,2,15
5f656e0dade9005a1ec9ca8e,李建春,000006,0,56,2020-09-19T02:33:49.393Z,博士,"李建春:男,1964年8月出生,吉林大学世界经济专业研究生毕业,博士,高级经济师。1990年11月至1994年11月任国务院法制局科员、副主任科员、主任科员;1994年11月至1999年9月任中国进出口银行项目评审部职员、项评处副经理、法务事务处副经理;1999年9月至2000年4月任三亚市国有资产管理局局长兼企业工委副书记;2000年4月至2004年3月任三亚市国有资产监督管理委员会办公室主任;2004年3月至2006年8月任三亚市国有资产监督管理委员会主任、党委副书记;2006年8月至2008年1月任三亚市政府副秘书长;2008年1月至2009年9月任深圳市国资委政策法规处(集体企业工作处)处长;2009年9月至2010年8月任深圳市建筑设计研究总院有限公司党委书记、董事长;2010年12月至2013年5月任深圳市水务(集团)有限公司监事会主席;2013年5月至2017年1月任深圳市信息管线有限公司董事长、党支部书记;2017年1月起任深圳市振业(集团)股份有限公司党委副书记。",男,board,,1,2017-03-17T00:00:00.000Z,1307000,0,深振业Ａ,董事,2021-01-21T01:03:22.799Z,2009年9月至2010年8月任深圳市建筑设计研究总院有限公司党委书记、董事长,2009年9月至2010年8月任深圳市建筑设计研究总院有限公司党委书记,党委,31,33,书记,33,35,0,深圳市建筑设计研究总院有限公司,company,11,26
5f656e0dade9005a1ec9ca8e,李建春,000006,0,56,2020-09-19T02:33:49.393Z,博士,"李建春:男,1964年8月出生,吉林大学世界经济专业研究生毕业,博士,高级经济师。1990年11月至1994年11月任国务院法制局科员、副主任科员、主任科员;1994年11月至1999年9月任中国进出口银行项目评审部职员、项评处副经理、法务事务处副经理;1999年9月至2000年4月任三亚市国有资产管理局局长兼企业工委副书记;2000年4月至2004年3月任三亚市国有资产监督管理委员会办公室主任;2004年3月至2006年8月任三亚市国有资产监督管理委员会主任、党委副书记;2006年8月至2008年1月任三亚市政府副秘书长;2008年1月至2009年9月任深圳市国资委政策法规处(集体企业工作处)处长;2009年9月至2010年8月任深圳市建筑设计研究总院有限公司党委书记、董事长;2010年12月至2013年5月任深圳市水务(集团)有限公司监事会主席;2013年5月至2017年1月任深圳市信息管线有限公司董事长、党支部书记;2017年1月起任深圳市振业(集团)股份有限公司党委副书记。",男,board,,1,2017-03-17T00:00:00.000Z,1307000,0,深振业Ａ,董事,2021-01-21T01:03:22.799Z,2017年1月起任深圳市振业(集团)股份有限公司党委副书记,2017年1月起任深圳市振业(集团)股份有限公司党委副书记,党委,24,26,书记,27,29,1,深圳市振业(集团)股份有限公司,company,6.5,20.5
