sentence,university,originalTotal,originalDegreesLength,total,degreesLength,degrees,positions,mbas
"现任深圳大学经济学教授、博士后导师、经济学院教授委员会主任,深圳大学国际金融研究所所长,深圳大学金融学(国家一级学科)科点负责人,北京大学光华管理学院博士生导师,兼任岭南生态文旅股份有限公司独立董事、中国世界经济学会理事、全国美国经济学会理事等",北京大学,5,2,3,1,"[""博士""]","[""导师""]","[""管理学""]"
"高建勋先生,1978年生,中国共产党党员,清华大学公共管理硕士,中国人民大学管理学博士,曾任东方园林股份有限公司生态集团副总裁、东旭蓝天新能源股份有限公司生态事业部副总裁,现任东旭集团有限公司董事长办公室副主任",清华大学,3,2,1,1,"[""硕士""]",[],[]
"高建勋先生,1978年生,中国共产党党员,清华大学公共管理硕士,中国人民大学管理学博士,曾任东方园林股份有限公司生态集团副总裁、东旭蓝天新能源股份有限公司生态事业部副总裁,现任东旭集团有限公司董事长办公室副主任",中国人民大学,3,2,2,1,"[""博士""]",[],"[""管理学""]"
"陈宏良,男,1968年11月出生,研究员级高级经济师,中山大学经济学学士,同济大学工商管理硕士,中欧国际工商学院EMBA",中山大学,5,2,1,1,"[""学士""]",[],[]
"陈宏良,男,1968年11月出生,研究员级高级经济师,中山大学经济学学士,同济大学工商管理硕士,中欧国际工商学院EMBA",同济大学,5,2,2,1,"[""硕士""]",[],"[""工商管理""]"
"陈宏良,男,1968年11月出生,研究员级高级经济师,中山大学经济学学士,同济大学工商管理硕士,中欧国际工商学院EMBA",中欧国际工商学院,5,2,1,0,[],[],"[""MBA""]"
"孙永茂,男,1963年8月出生,兰州大学化学专业本科,清华大学有机化学专业硕士研究生、中欧国际工商学院EMBA",兰州大学,4,3,1,1,"[""本科""]",[],[]
"孙永茂,男,1963年8月出生,兰州大学化学专业本科,清华大学有机化学专业硕士研究生、中欧国际工商学院EMBA",清华大学,4,3,2,1,"[""硕士""]",[],"[""MBA""]"
"孙永茂,男,1963年8月出生,兰州大学化学专业本科,清华大学有机化学专业硕士研究生、中欧国际工商学院EMBA",中欧国际工商学院,4,3,2,1,"[""硕士""]",[],"[""MBA""]"
"郑康豪先生,男,1976年出生,曾就读于深圳大学工商管理专业,天津大学工商管理硕士学位",深圳大学,2,1,1,0,[],[],"[""工商管理""]"
"郑康豪先生,男,1976年出生,曾就读于深圳大学工商管理专业,天津大学工商管理硕士学位",天津大学,2,1,2,1,"[""硕士""]",[],"[""工商管理""]"
"李先生于1991年7月毕业于吉林大学历史系学士,于1997年12月获南京大学国际商学院颁发工商管理硕士,又于2001年6月获吉林大学颁授世界经济博士",吉林大学,4,3,1,1,"[""学士""]",[],[]
"李先生于1991年7月毕业于吉林大学历史系学士,于1997年12月获南京大学国际商学院颁发工商管理硕士,又于2001年6月获吉林大学颁授世界经济博士",南京大学,4,3,2,1,"[""硕士""]",[],"[""工商管理""]"
"李先生于1991年7月毕业于吉林大学历史系学士,于1997年12月获南京大学国际商学院颁发工商管理硕士,又于2001年6月获吉林大学颁授世界经济博士",吉林大学,4,3,1,1,"[""博士""]",[],[]
彼于1992年自天津财经学院（现称天津财经大学）获得经济学博士学位,天津财经学院,1,1,1,1,"[""博士""]",[],[]
彼于1992年自天津财经学院（现称天津财经大学）获得经济学博士学位,天津财经大学,1,1,1,1,"[""博士""]",[],[]
"北京大学公共管理硕士(MPA)专业硕士,西安交通大学应用经济学专业硕士",北京大学,1,1,1,1,"[""硕士""]",[],[]
"北京大学公共管理硕士(MPA)专业硕士,西安交通大学应用经济学专业硕士",西安交通大学,1,1,1,1,"[""硕士""]",[],[]
"黄亚英先生:1962年出生,中国国籍,无境外永久居留权,吉林大学法学专业学士,中国政法大学法学硕士,中共党员",吉林大学,2,2,1,1,"[""学士""]",[],[]
"黄亚英先生:1962年出生,中国国籍,无境外永久居留权,吉林大学法学专业学士,中国政法大学法学硕士,中共党员",中国政法大学,2,2,1,1,"[""硕士""]",[],[]
"叶晓东,男,1973年出生,中共党员,本科毕业于中国人民大学会计系会计专业,吉林大学世界经济专业研究生",中国人民大学,2,2,1,1,"[""本科""]",[],[]
"叶晓东,男,1973年出生,中共党员,本科毕业于中国人民大学会计系会计专业,吉林大学世界经济专业研究生",吉林大学,2,2,1,1,"[""研究生""]",[],[]
"胡先生1992年6月毕业于武汉水运工程学院管理工程系财务会计专业,2009年5月获上海财经大学工商管理硕士(MBA)学位",武汉水运工程学院,3,1,0,0,[],[],[]
"胡先生1992年6月毕业于武汉水运工程学院管理工程系财务会计专业,2009年5月获上海财经大学工商管理硕士(MBA)学位",上海财经大学,3,1,3,1,"[""硕士""]",[],"[""MBA"",""工商管理""]"
"姚晨航,男,1977年出生,武汉大学法学硕士,中欧国际工商学院EMBA,保荐代表人、证券从业资格、基金从业资格",武汉大学,2,1,1,1,"[""硕士""]",[],[]
"姚晨航,男,1977年出生,武汉大学法学硕士,中欧国际工商学院EMBA,保荐代表人、证券从业资格、基金从业资格",中欧国际工商学院,2,1,1,0,[],[],"[""MBA""]"
"彭伟东,男,1972年出生,广东工学院土木工程系本科毕业,清华大学建筑与土木工程硕士,北京大学光华管理学院EMBA,持有高级工程师、房地产经济师、建筑经济师、结构工程师等职称,一级房建建造师、造价工程师、监理工程师、资产评估师等执业资格",广东工学院,4,2,1,1,"[""本科""]",[],[]
"彭伟东,男,1972年出生,广东工学院土木工程系本科毕业,清华大学建筑与土木工程硕士,北京大学光华管理学院EMBA,持有高级工程师、房地产经济师、建筑经济师、结构工程师等职称,一级房建建造师、造价工程师、监理工程师、资产评估师等执业资格",清华大学,4,2,1,1,"[""硕士""]",[],[]
"彭伟东,男,1972年出生,广东工学院土木工程系本科毕业,清华大学建筑与土木工程硕士,北京大学光华管理学院EMBA,持有高级工程师、房地产经济师、建筑经济师、结构工程师等职称,一级房建建造师、造价工程师、监理工程师、资产评估师等执业资格",北京大学,4,2,2,0,[],[],"[""MBA"",""管理学""]"
"余玉苗先生,1965年10月出生,中国国籍,无境外永久居留权,武汉大学经济学博士、厦门大学管理学(会计学)博士后,美国加州大学、中国香港科技大学高级访问学者",厦门大学,4,2,2,1,"[""博士后""]",[],"[""管理学""]"
"余玉苗先生,1965年10月出生,中国国籍,无境外永久居留权,武汉大学经济学博士、厦门大学管理学(会计学)博士后,美国加州大学、中国香港科技大学高级访问学者",武汉大学,4,2,2,1,"[""博士后""]",[],"[""管理学""]"
"余玉苗先生,1965年10月出生,中国国籍,无境外永久居留权,武汉大学经济学博士、厦门大学管理学(会计学)博士后,美国加州大学、中国香港科技大学高级访问学者",香港科技大学,4,2,1,0,[],"[""访问学者""]",[]
"余玉苗先生,1965年10月出生,中国国籍,无境外永久居留权,武汉大学经济学博士、厦门大学管理学(会计学)博士后,美国加州大学、中国香港科技大学高级访问学者",加州大学,4,2,1,0,[],"[""访问学者""]",[]
"熊建明:男,63岁,工商管理哲学博士,高级工程师,北京建筑工程学院及南昌大学兼职教授",北京建筑工程学,3,1,1,0,[],"[""教授""]",[]
"熊建明:男,63岁,工商管理哲学博士,高级工程师,北京建筑工程学院及南昌大学兼职教授",南昌大学,3,1,1,0,[],"[""教授""]",[]
"马晨笛女士,女,1989年出生,武汉大学管理学、中南财经政法大学经济学双学士学位",武汉大学,2,1,2,1,"[""学士""]",[],"[""管理学""]"
"马晨笛女士,女,1989年出生,武汉大学管理学、中南财经政法大学经济学双学士学位",中南财经政法大学,2,1,2,1,"[""学士""]",[],"[""管理学""]"
"及(ii)张先生过往三年在上市公司担任的董事职务:亚太财产保险有限公司,泛海实业股份有限公司,武汉中央商务区股份有限公司,中泛控股有限公司(于中国香港联交所上市(股份代号:715.HK)),武汉中央商务区运营发展有限公司,中国民生信托有限公司,中国通海国际金融有限公司(于中国香港联交所上市(股份代号:0952.HK))(前称华富国际控股有限公司和中国泛海国际金融有限公司,直至2018年5月),民生证券股份有限公司,张先生于1995年6月自位于中国北京市的中央财政金融学院(现称中央财经大学)获得经济学学士学位,主修会计学",中央财政金融学院,1,1,1,1,"[""学士""]",[],[]
"及(ii)张先生过往三年在上市公司担任的董事职务:亚太财产保险有限公司,泛海实业股份有限公司,武汉中央商务区股份有限公司,中泛控股有限公司(于中国香港联交所上市(股份代号:715.HK)),武汉中央商务区运营发展有限公司,中国民生信托有限公司,中国通海国际金融有限公司(于中国香港联交所上市(股份代号:0952.HK))(前称华富国际控股有限公司和中国泛海国际金融有限公司,直至2018年5月),民生证券股份有限公司,张先生于1995年6月自位于中国北京市的中央财政金融学院(现称中央财经大学)获得经济学学士学位,主修会计学",中央财经大学,1,1,1,1,"[""学士""]",[],[]
"2005年1月至今,任厦门大学会计发展研究中心科研助理,2014年11月至今,任厦门国家会计学院讲师、硕士生导师,管理会计与财务管理研究所副所长,2020年4月至今,任公司独立董事",厦门大学,3,1,0,0,[],[],[]
"2005年1月至今,任厦门大学会计发展研究中心科研助理,2014年11月至今,任厦门国家会计学院讲师、硕士生导师,管理会计与财务管理研究所副所长,2020年4月至今,任公司独立董事",厦门国家会计学院,3,1,3,1,"[""硕士""]","[""导师"",""讲师""]",[]
"刘海波先生,男,1980年出生,毕业于哈尔滨商业大学法学院及西北工业大学管理学院,获法学学士学位及工商管理硕士学位,北京大学汇丰商学院EMBA在读",哈尔滨商业大学,5,2,1,0,[],[],"[""管理学""]"
"刘海波先生,男,1980年出生,毕业于哈尔滨商业大学法学院及西北工业大学管理学院,获法学学士学位及工商管理硕士学位,北京大学汇丰商学院EMBA在读",西北工业大学,5,2,1,0,[],[],"[""管理学""]"
"刘海波先生,男,1980年出生,毕业于哈尔滨商业大学法学院及西北工业大学管理学院,获法学学士学位及工商管理硕士学位,北京大学汇丰商学院EMBA在读",汇丰商学院,5,2,1,0,[],[],"[""MBA""]"
"刘海波先生,男,1980年出生,毕业于哈尔滨商业大学法学院及西北工业大学管理学院,获法学学士学位及工商管理硕士学位,北京大学汇丰商学院EMBA在读",北京大学,5,2,1,0,[],[],"[""MBA""]"
"现任南方科技大学深港微电子学院副院长,深圳大学客座教授",南方科技大学,2,0,1,0,[],"[""院长""]",[]
"现任南方科技大学深港微电子学院副院长,深圳大学客座教授",深圳大学,2,0,1,0,[],"[""教授""]",[]
"李斌先生,中国长城计算机深圳股份有限公司监事,中国国籍,毕业于大连工学院(现大连理工大学),研究生学历,硕士学位,高级工程师",大连工学院,2,2,0,0,[],[],[]
"李斌先生,中国长城计算机深圳股份有限公司监事,中国国籍,毕业于大连工学院(现大连理工大学),研究生学历,硕士学位,高级工程师",大连理工大学,2,2,0,0,[],[],[]
"西安电子科技大学电子与通信工程专业,工程硕士学位",西安电子科技大学,1,1,0,0,[],[],[]
"1990年毕业于中国青年政治学院,北京大学EMBA,吉林大学经济学博士",中国青年政治学院,2,1,0,0,[],[],[]
"1990年毕业于中国青年政治学院,北京大学EMBA,吉林大学经济学博士",北京大学,2,1,1,0,[],[],"[""MBA""]"
"1990年毕业于中国青年政治学院,北京大学EMBA,吉林大学经济学博士",吉林大学,2,1,1,1,"[""博士""]",[],[]
"蓝庆新先生简历:蓝庆新,男,1976年1月生,南开大学博士,对外经济贸易大学教授、博士生导师,主要负责产业经济和世界经济的教学与研究",南开大学,3,1,1,1,"[""博士""]",[],[]
"蓝庆新先生简历:蓝庆新,男,1976年1月生,南开大学博士,对外经济贸易大学教授、博士生导师,主要负责产业经济和世界经济的教学与研究",对外经济贸易大学,3,1,3,1,"[""博士""]","[""教授"",""导师""]",[]
"曾任天津市政工程局职员,2005年8月至今任职于对外经济贸易大学",对外经济贸易大学,0,0,0,0,[],[],[]
"现任中弘控股股份有限公司独立董事,兼任北京师范大学人本中心研究员、北京大学光华天成博士后流动站博士后导师",北京大学,4,2,3,1,"[""博士后""]","[""研究员"",""导师""]",[]
"现任中弘控股股份有限公司独立董事,兼任北京师范大学人本中心研究员、北京大学光华天成博士后流动站博士后导师",北京师范大学,4,2,3,1,"[""博士后""]","[""研究员"",""导师""]",[]
"王培先,男,1971年8月生,山东滕州人,复旦大学经济学博士,1995年7月毕业于西安交通大学物理学本科,1995年8月至1996年12月任青岛海信电器公司技术员,1997年9月至2003年7月就读复旦大学获经济学硕士、博士(全日制),2003年7月至2010年9月历任深圳市政府办公厅财金处主任科员、副处长,2010年10月至2015年5月历任深圳市国资委综合规划处副处长、处长,2015年5月至2017年11月,任深圳机场集团有限公司监事会主席",复旦大学,3,3,1,1,"[""博士""]",[],[]
"王培先,男,1971年8月生,山东滕州人,复旦大学经济学博士,1995年7月毕业于西安交通大学物理学本科,1995年8月至1996年12月任青岛海信电器公司技术员,1997年9月至2003年7月就读复旦大学获经济学硕士、博士(全日制),2003年7月至2010年9月历任深圳市政府办公厅财金处主任科员、副处长,2010年10月至2015年5月历任深圳市国资委综合规划处副处长、处长,2015年5月至2017年11月,任深圳机场集团有限公司监事会主席",西安交通大学,3,3,1,1,"[""本科""]",[],[]
"王培先,男,1971年8月生,山东滕州人,复旦大学经济学博士,1995年7月毕业于西安交通大学物理学本科,1995年8月至1996年12月任青岛海信电器公司技术员,1997年9月至2003年7月就读复旦大学获经济学硕士、博士(全日制),2003年7月至2010年9月历任深圳市政府办公厅财金处主任科员、副处长,2010年10月至2015年5月历任深圳市国资委综合规划处副处长、处长,2015年5月至2017年11月,任深圳机场集团有限公司监事会主席",复旦大学,3,3,2,2,"[""硕士"",""博士后""]",[],[]
"李先生毕业于厦门大学会计系,是中国第一位审计学博士学位获得者,曾先后留学比利时鲁汶大学、美国麻省理工学院等知名学府,曾任厦门大学经济学院会计系副主任、经济学院副院长,复旦大学管理学院副院长、会计系主任及金融系主任,上海证券交易所上市公司咨询专家委员会委员,财政部会计准则委员会咨询专家",厦门大学,3,1,0,0,[],[],[]
"李先生毕业于厦门大学会计系,是中国第一位审计学博士学位获得者,曾先后留学比利时鲁汶大学、美国麻省理工学院等知名学府,曾任厦门大学经济学院会计系副主任、经济学院副院长,复旦大学管理学院副院长、会计系主任及金融系主任,上海证券交易所上市公司咨询专家委员会委员,财政部会计准则委员会咨询专家",麻省理工,3,1,0,0,[],[],[]
"李先生毕业于厦门大学会计系,是中国第一位审计学博士学位获得者,曾先后留学比利时鲁汶大学、美国麻省理工学院等知名学府,曾任厦门大学经济学院会计系副主任、经济学院副院长,复旦大学管理学院副院长、会计系主任及金融系主任,上海证券交易所上市公司咨询专家委员会委员,财政部会计准则委员会咨询专家",厦门大学,3,1,1,0,[],"[""院长""]",[]
"李先生毕业于厦门大学会计系,是中国第一位审计学博士学位获得者,曾先后留学比利时鲁汶大学、美国麻省理工学院等知名学府,曾任厦门大学经济学院会计系副主任、经济学院副院长,复旦大学管理学院副院长、会计系主任及金融系主任,上海证券交易所上市公司咨询专家委员会委员,财政部会计准则委员会咨询专家",复旦大学,3,1,2,0,[],"[""院长""]","[""管理学""]"
"李颖琦,女,1976年7月生,具有独立董事资格,复旦大学管理学博士,现任上海国家会计学院教授、全国会计领军人才、中国注册会计师协会资深会员(非执业)",复旦大学,3,1,2,1,"[""博士""]",[],"[""管理学""]"
"李颖琦,女,1976年7月生,具有独立董事资格,复旦大学管理学博士,现任上海国家会计学院教授、全国会计领军人才、中国注册会计师协会资深会员(非执业)",上海国家会计学院,3,1,1,0,[],"[""教授""]",[]
"1970年5月生,毕业于中南财经大学投资系,长江商学院EMBA",中南财经大学,1,0,0,0,[],[],[]
"1970年5月生,毕业于中南财经大学投资系,长江商学院EMBA",长江商学院,1,0,1,0,[],[],"[""MBA""]"
"庄先生于1988年毕业于华东政法大学获得法学学士学位,1991年获对外经济贸易大学国际经济法硕士学位,具有中国律师资格",华东政法大学,2,2,1,1,"[""学士""]",[],[]
"庄先生于1988年毕业于华东政法大学获得法学学士学位,1991年获对外经济贸易大学国际经济法硕士学位,具有中国律师资格",对外经济贸易大学,2,2,1,1,"[""硕士""]",[],[]
"1983年毕业于哈尔滨工业大学,南开大学政治经济学博士,教授",哈尔滨工业大学,2,1,0,0,[],[],[]
"1983年毕业于哈尔滨工业大学,南开大学政治经济学博士,教授",南开大学,2,1,1,1,"[""博士""]",[],[]
"1992年毕业于暨南大学会计系会计学专业,获经济学学士,1999年6月至2002年6月,在中南财经政法大学会计学院会计学专业学习,获管理学硕士学位",暨南大学,3,2,0,0,[],[],[]
"1992年毕业于暨南大学会计系会计学专业,获经济学学士,1999年6月至2002年6月,在中南财经政法大学会计学院会计学专业学习,获管理学硕士学位",中南财经政法大学,3,2,0,0,[],[],[]
"1964年10月出生,荷兰国籍,中国科学院金属研究所材料科学博士,荷兰阿姆斯特丹大学物理学博士,1994年至1995年,在英国剑桥大学从事博士后研究",中国科学院,2,2,1,1,"[""博士""]",[],[]
"1964年10月出生,荷兰国籍,中国科学院金属研究所材料科学博士,荷兰阿姆斯特丹大学物理学博士,1994年至1995年,在英国剑桥大学从事博士后研究",剑桥大学,2,2,1,1,"[""博士后""]",[],[]
"杭州电子工业学院财务会计专业毕业,北京大学世界经济专业在职研究生学历",杭州电子工业学院,1,1,0,0,[],[],[]
"杭州电子工业学院财务会计专业毕业,北京大学世界经济专业在职研究生学历",北京大学,1,1,1,1,"[""研究生""]",[],[]
历任杭州电子工业学院会计系教师、陕西财经学院会计系教师、深圳南方民和会计师事务所主任会计师、中审国际会计师事务所有限公司主任会计师、深圳市注册资产评估师协会常务理事、深圳市注册会计师协会副会长、深圳市特力(集团)股份有限公司独立董事、华泰联合证券股份有限责任公司独立董事、北京金一文化发展股份有限公司独立董事等职务,陕西财经学院,0,0,0,0,[],[],[]
历任杭州电子工业学院会计系教师、陕西财经学院会计系教师、深圳南方民和会计师事务所主任会计师、中审国际会计师事务所有限公司主任会计师、深圳市注册资产评估师协会常务理事、深圳市注册会计师协会副会长、深圳市特力(集团)股份有限公司独立董事、华泰联合证券股份有限责任公司独立董事、北京金一文化发展股份有限公司独立董事等职务,杭州电子工业学院,0,0,0,0,[],[],[]
"张冠杰,1962年生,中共党员,北京理工大学电子工程系雷达技术专业,工学学士,西安电子科技大学电子工程学院信息与通信专业,工学博士,研究员级高级工程师",北京理工大学,3,2,0,0,[],[],[]
"张冠杰,1962年生,中共党员,北京理工大学电子工程系雷达技术专业,工学学士,西安电子科技大学电子工程学院信息与通信专业,工学博士,研究员级高级工程师",西安电子科技大学,3,2,0,0,[],[],[]
"现兼职中国阿拉伯友好协会副会长,中国非洲友好协会常务理事,中国对外承包工程商会专家委员会副主任委员,中国国际工程咨询协会专家委员会国际经济委员会副主任委员,中南大学兼职教授,石家庄铁道大学兼职教授",中南大学,1,0,1,0,[],"[""教授""]",[]
"现兼职中国阿拉伯友好协会副会长,中国非洲友好协会常务理事,中国对外承包工程商会专家委员会副主任委员,中国国际工程咨询协会专家委员会国际经济委员会副主任委员,中南大学兼职教授,石家庄铁道大学兼职教授",石家庄铁道大学,1,0,1,0,[],"[""教授""]",[]
"章卫东先生:男,1963年出生,中共党员,华中科技大学管理学博士学位,武汉大学经济与管理学院工商管理(财务管理方向)博士后",华中科技大学,4,2,2,1,"[""博士""]",[],"[""管理学""]"
"章卫东先生:男,1963年出生,中共党员,华中科技大学管理学博士学位,武汉大学经济与管理学院工商管理(财务管理方向)博士后",武汉大学,4,2,3,1,"[""博士后""]",[],"[""管理学"",""工商管理""]"
"阎先生于1982年从南京航空学院取得工程学学士学位,于1984年至1986年在北京大学学习社会学硕士学位",南京航空学院,2,2,1,1,"[""学士""]",[],[]
"阎先生于1982年从南京航空学院取得工程学学士学位,于1984年至1986年在北京大学学习社会学硕士学位",北京大学,2,2,1,1,"[""硕士""]",[],[]
"主管药师,经济师,高级物流师,毕业于郑州大学药学专业,中国人民大学医药行业工商管理(MBA)",郑州大学,2,0,0,0,[],[],[]
"主管药师,经济师,高级物流师,毕业于郑州大学药学专业,中国人民大学医药行业工商管理(MBA)",中国人民大学,2,0,2,0,[],[],"[""MBA"",""工商管理""]"
"王先生于1995年毕业于北方交通大学(现易名为“北京交通大学”)电力牵引与传动控制专业,获得工学学士学位",北京交通大学,1,1,0,0,[],[],[]
"王先生于1995年毕业于北方交通大学(现易名为“北京交通大学”)电力牵引与传动控制专业,获得工学学士学位",北方交通大学,1,1,0,0,[],[],[]
